title,genre,duration_min,release_year,rating
Summer seem,Romance,135.53,2005,3.2
Relate gun room,Romance,165.76,2019,3.9
Analysis her soon,Thriller,41.41,2004,2.7
Main cause arrive,Thriller,54.58,2015,4.0
Space home manager wind,Action,112.16,2004,4.5
Pull clear him,Thriller,178.38,2003,4.4
Kid,Sci-Fi,45.69,1998,3.6
Man network house,Sci-Fi,95.97,2015,2.4
Suffer daughter,Action,105.44,1980,2.2
Big how large,Sci-Fi,172.9,1993,3.4
Mrs become,Drama,137.7,1999,4.6
Girl true opportunity,Thriller,114.08,1987,4.6
Most throughout lawyer,Romance,132.54,2016,2.9
Beyond enter,Drama,115.23,1980,3.2
Best throw,Horror,120.88,2007,3.0
May them society manage,Thriller,124.9,1982,4.6
Item forget treat,Romance,28.06,2010,2.6
Financial front eye,Romance,95.19,1995,3.8
Life town,Romance,149.46,1982,3.6
Particularly number,Thriller,166.98,2008,2.1
Clear Mr,Romance,168.28,1998,2.9
Firm,Documentary,159.29,1989,3.3
Fear road again,Horror,131.34,1989,4.5
For,Sci-Fi,43.75,1984,2.7
Various history,Action,73.73,2020,3.9
Dark,Romance,98.63,2000,4.7
Third look process miss,Action,152.32,2024,4.8
Student catch,Thriller,167.79,1989,4.4
Building on change,Drama,150.07,2008,3.1
Heart Republican,Romance,98.03,1993,4.6
Attorney well,Sci-Fi,65.9,2012,2.4
Vote area,Documentary,156.02,1996,2.3
Believe position,Action,178.11,2005,2.1
General painting ready,Horror,94.94,2022,3.2
Store choice billion baby,Sci-Fi,135.7,1991,4.4
Effect prepare like test,Drama,117.39,1984,4.7
Head weight,Sci-Fi,27.72,1990,3.5
Rule bag career,Comedy,74.41,2025,2.9
Like,Drama,122.55,1980,4.6
Trade visit,Sci-Fi,84.24,2012,2.6
Heart summer deal,Thriller,57.89,2007,4.0
Door marriage street political,Horror,128.51,2002,4.2
Within save,Drama,149.56,2014,4.6
Chair assume voice,Thriller,67.88,2017,2.7
Candidate recognize,Sci-Fi,39.39,1991,4.5
Site style,Action,61.6,2008,2.5
Blood sign part,Drama,21.61,2010,3.7
Worry education,Documentary,126.94,1997,4.5
Buy early,Sci-Fi,136.24,2013,4.1
Among,Drama,93.47,1993,2.0
Give study call beautiful,Action,35.98,1999,4.2
Low situation last,Horror,69.41,1998,3.8
Them statement,Comedy,103.63,1998,3.2
Away how thus,Romance,83.85,1992,4.5
Hot anyone reason,Sci-Fi,111.87,1999,3.7
Laugh final,Thriller,99.78,2007,4.5
Defense talk dream,Sci-Fi,167.85,2004,4.1
Develop shoulder act,Comedy,57.67,2014,3.4
Message sign,Documentary,61.12,2007,4.7
Be accept know,Action,103.57,2005,3.7
Hear worker,Action,86.86,2008,2.6
Recent keep chance number,Sci-Fi,151.92,2018,2.9
Last this,Horror,20.21,2007,3.5
Month play,Romance,128.9,1985,2.6
She sometimes,Horror,105.58,1997,2.5
Win order,Comedy,145.31,2006,3.7
Bad summer,Documentary,87.77,1984,4.3
Defense reach step,Romance,20.82,2016,3.6
Eye toward others,Horror,146.62,2014,2.2
Truth over morning,Thriller,111.96,1981,3.4
Ahead,Thriller,153.47,2019,4.2
Writer town,Documentary,84.34,1992,4.7
Office down pattern,Drama,59.85,1989,3.0
Late,Comedy,146.22,1985,3.0
Such fast fill,Sci-Fi,130.24,2006,3.6
Remember yeah rich,Comedy,141.16,2002,4.1
Tree own protect,Romance,86.64,2024,2.7
Camera deal behind,Thriller,33.84,2018,3.1
Page happy,Romance,52.59,1984,3.9
Friend section,Documentary,165.71,2018,2.9
Story music onto,Thriller,163.38,1999,3.2
Loss goal gas,Romance,81.96,1989,4.6
Indeed magazine,Sci-Fi,166.12,2006,2.1
Response weight,Action,87.75,1988,4.3
Happy rock old,Drama,29.32,2018,2.4
Through house enjoy find,Sci-Fi,170.59,2018,2.3
Night usually science interest,Documentary,114.71,1998,4.6
Day every,Romance,49.23,2008,3.3
One air,Drama,128.15,2018,3.0
Space example peace,Horror,114.67,1984,4.6
Police newspaper hair,Action,59.44,2022,4.5
Bank whole,Sci-Fi,30.44,2015,4.3
White assume forget,Documentary,77.99,1992,4.4
Know example,Comedy,102.4,2012,2.6
Reason open consider,Action,157.01,2021,4.4
Significant generation soldier,Thriller,122.13,1998,3.2
According image note several,Drama,156.51,1982,2.5
Impact history machine,Thriller,25.49,2016,2.6
Forward note where,Documentary,105.71,2020,2.4
Present pass story,Drama,38.15,2007,2.7
My maintain those sort,Action,69.78,2006,2.3
Deep,Documentary,138.98,1993,4.8
I management,Drama,74.13,2002,2.4
Report why,Horror,166.14,1985,4.3
Easy different threat,Horror,71.65,1989,4.3
Father event,Documentary,48.5,2018,2.7
We night serious,Sci-Fi,143.77,2021,4.4
Member computer,Thriller,84.48,2025,4.2
Wide,Action,124.09,1993,4.6
Hotel watch window,Action,111.76,1997,3.9
Suddenly simple,Sci-Fi,120.45,1988,4.6
Indicate reflect buy,Sci-Fi,70.99,2006,2.8
White agency face,Thriller,174.43,1997,3.5
Vote remember few,Thriller,178.12,2023,4.7
Both write point,Romance,79.21,2019,4.6
Animal able situation,Action,85.79,2004,4.2
Analysis our range seem,Horror,40.71,2004,3.4
Onto final bank,Action,142.28,1993,2.8
Point miss strong,Action,104.04,1999,4.4
Dinner song artist,Thriller,74.0,2012,4.3
Laugh resource state,Thriller,48.98,2003,3.8
Term into several,Action,171.74,2007,4.0
Avoid question,Romance,108.97,2010,4.3
Per land with some,Horror,141.02,1995,3.3
Sea operation recent,Horror,119.18,2023,2.3
Upon fine,Horror,108.21,1991,2.5
Enough generation,Thriller,173.54,2015,4.3
Whose only herself,Documentary,24.88,2005,4.8
Son manager,Thriller,117.79,1999,3.5
Season,Comedy,87.41,1986,2.7
Something author sometimes,Sci-Fi,50.08,1989,4.4
In lawyer,Comedy,101.34,2003,4.4
Surface tonight maybe,Documentary,149.1,1992,2.5
Low,Horror,47.81,1984,3.9
Indicate growth,Drama,119.91,2017,3.3
Task hospital artist church,Horror,123.36,1985,4.3
Answer agent,Comedy,127.11,1993,2.3
Remain could expect,Horror,25.7,2000,2.5
Stage response,Romance,32.82,2024,3.6
Parent color magazine,Documentary,117.2,1984,4.1
Analysis point,Sci-Fi,64.16,2025,3.0
Recent perform,Drama,41.34,2010,2.1
Expect,Drama,175.71,1991,2.3
Republican by hair,Horror,151.01,2010,4.8
No film rather,Drama,27.95,2020,3.3
People check crime,Comedy,176.39,1992,2.9
Three hear,Drama,59.5,2007,2.0
Under hot,Action,167.67,1989,2.9
Fast,Thriller,22.34,2018,4.8
Interesting discussion firm,Sci-Fi,48.55,2004,4.3
Air theory if,Thriller,98.54,2011,3.3
Wish interest recent,Comedy,163.5,1993,3.7
Poor so,Action,123.5,2009,3.9
Result,Sci-Fi,154.19,2005,4.7
Attack protect piece difference,Documentary,106.32,2024,3.0
Go source evening,Documentary,106.69,1982,4.8
Run,Action,74.26,1991,2.3
Own space onto,Thriller,45.44,1997,4.1
Mouth concern,Drama,173.0,2020,3.5
Light,Horror,100.85,2016,3.1
Another play food,Drama,59.93,2008,4.8
Realize member,Drama,35.89,2015,4.4
House quite,Sci-Fi,143.8,2002,3.6
Only class talk,Action,61.1,1989,2.2
Happy nice item,Horror,62.37,2004,3.5
Toward office hotel,Comedy,84.06,1988,2.9
Memory seek country Mr,Comedy,169.01,2017,2.3
Assume score evidence culture,Sci-Fi,158.01,2021,3.8
Lot in,Romance,133.74,2005,4.4
Now number moment,Drama,160.38,1998,3.4
Final direction,Drama,113.21,2001,2.2
Her imagine,Romance,149.34,2001,3.2
Population,Sci-Fi,178.41,2012,4.3
Reality office pull,Drama,73.91,2012,4.5
Current deal,Romance,43.92,2022,4.7
Open spend increase north,Documentary,158.45,1992,3.3
Section woman rock,Drama,111.76,1984,4.4
Attorney want box,Drama,109.71,1993,4.4
Concern value account,Thriller,61.1,2005,4.2
Thought news try,Drama,87.81,2013,2.3
Newspaper else whom,Comedy,77.97,2014,2.5
Building catch book,Horror,30.47,2014,2.6
Outside focus,Comedy,175.44,2007,2.8
Size other tend,Documentary,135.4,1981,3.3
Little former,Horror,48.95,1998,4.0
Simple reflect,Action,88.81,2024,3.8
Brother senior,Romance,102.74,1990,3.1
Away any,Comedy,119.16,1988,3.6
Today half,Sci-Fi,80.31,2024,3.2
Song,Documentary,178.44,1988,2.9
Newspaper state data,Romance,135.46,2004,2.3
Throw stage fight,Drama,41.17,1990,3.9
Chair action,Romance,157.73,2020,2.4
However career account road,Thriller,169.28,2021,3.5
Expert stay,Drama,28.63,2014,3.7
Democratic stop stay,Sci-Fi,122.9,1989,3.9
Reflect kind represent,Documentary,30.87,1987,3.1
Toward theory,Action,102.44,2025,2.8
Tree modern over,Drama,28.92,1991,3.6
Will hot,Documentary,35.13,1994,2.2
Friend doctor,Horror,58.09,2014,4.2
Beyond rate despite,Sci-Fi,105.34,1982,4.4
Event senior behind,Sci-Fi,110.2,2020,4.0
Factor history,Documentary,89.51,1994,4.2
Listen deal politics,Romance,159.99,2012,2.2
Relationship,Documentary,23.93,1988,3.0
Data do whatever animal,Sci-Fi,151.8,2003,3.7
As we outside also,Horror,152.48,1987,2.0
Share decision individual,Comedy,39.4,2012,4.2
Use network although,Action,22.3,1992,4.1
Catch,Comedy,114.3,1994,4.6
Image much loss,Horror,104.68,2024,2.6
Tonight mention space,Horror,155.35,2022,2.5
Standard cause,Comedy,139.93,2007,4.7
Participant guy develop remember,Sci-Fi,99.06,1991,4.6
Market remain,Documentary,109.7,2014,3.5
Thank culture surface,Action,113.38,1985,2.1
Present mention air,Drama,62.6,1989,2.4
Able allow,Drama,150.41,1987,4.6
Heart authority girl,Horror,66.56,1985,3.2
Left like happen,Thriller,47.72,2017,2.7
Where watch realize,Thriller,137.08,1990,2.2
Point detail general rise,Horror,68.6,1992,3.4
Place window pull,Action,49.12,2024,3.2
Black real institution,Action,139.97,1981,3.4
A threat itself,Comedy,56.16,2006,3.3
Need here,Comedy,82.23,2002,2.1
Beautiful anything,Sci-Fi,156.55,1988,2.0
Race bill,Romance,28.91,1998,3.7
Attack doctor,Thriller,98.0,2024,3.8
Reflect eight something,Drama,40.21,2000,4.0
Since maybe none,Documentary,109.35,2006,4.2
Relate paper member something,Drama,179.46,1981,3.1
If local maybe choice,Drama,34.58,1993,2.6
Many produce,Thriller,171.64,1988,3.9
Important prepare,Sci-Fi,91.14,2016,4.1
Ever wide,Thriller,34.59,1990,4.2
Fund finish doctor,Horror,23.87,1980,4.5
Situation kid mean,Thriller,31.18,1994,2.8
Still thus the,Action,111.97,2017,4.4
Half score,Sci-Fi,116.59,2009,2.3
Cause last law,Sci-Fi,66.72,1993,3.1
Glass,Romance,81.59,2021,4.1
Pm enough,Horror,22.93,1995,2.4
Result yes,Romance,86.15,2013,3.0
National individual follow,Action,98.98,1981,4.5
Choice citizen while,Documentary,175.37,2004,3.4
Glass price whom practice,Comedy,141.47,1986,3.9
Wrong certain report,Thriller,58.59,2004,2.1
International protect under,Romance,60.61,2015,4.7
Such democratic whatever,Comedy,30.04,2017,2.7
Gas how,Comedy,114.43,2007,3.9
Mind nice also,Sci-Fi,155.54,2004,4.2
Seem region,Sci-Fi,96.73,2017,3.9
Listen quality,Sci-Fi,86.35,2008,3.0
Say wonder,Documentary,112.43,1990,2.2
Test great professional,Drama,78.08,2000,4.7
Something reach wall spring,Romance,22.81,1992,3.8
Song key,Drama,134.59,2024,3.8
Choose well,Thriller,88.83,2014,2.1
Mind everybody,Romance,88.44,2014,4.7
Class window save,Sci-Fi,134.28,2014,3.1
Mission something,Thriller,58.82,2019,3.0
Window lose,Drama,134.27,1994,3.7
Pay,Comedy,61.13,2009,3.6
People factor sound off,Drama,128.44,1997,2.4
Language professional born,Horror,124.98,1993,3.4
Arrive end hit,Horror,95.94,1999,2.1
Heart cover,Thriller,22.5,2006,4.2
New interest,Documentary,30.55,1992,2.5
Race enjoy,Drama,144.84,2025,2.3
Art player,Thriller,133.71,2018,2.0
Window chair increase,Comedy,140.75,1985,2.1
Operation occur eight,Documentary,97.32,1984,2.1
Again successful whatever,Sci-Fi,163.94,2002,2.4
Offer why,Thriller,131.61,1993,4.6
Walk four moment,Romance,74.96,2009,2.8
Cause door,Documentary,22.98,1981,4.2
Set full,Romance,148.74,2008,2.3
Participant computer,Drama,140.1,1988,3.2
Three western,Horror,105.58,2019,4.2
Long just,Action,90.65,1984,2.3
Pretty age,Romance,55.55,2011,2.6
Against he,Thriller,47.98,2007,2.2
Note group easy,Drama,87.84,2009,3.4
Degree term charge pick,Drama,168.57,1987,2.6
Together word push run,Action,143.31,2016,2.4
Usually blood,Romance,23.69,1998,2.6
Bag ahead stuff,Action,132.08,1988,2.3
Look great experience,Action,149.7,2021,3.7
Area fill whether,Thriller,176.86,1999,2.7
Bed major air suffer,Action,29.23,2012,3.8
Word degree woman,Sci-Fi,105.94,2011,2.2
According read strategy,Drama,143.03,2000,2.8
Interview,Drama,151.68,2007,3.4
Several always civil,Horror,123.94,1995,4.3
Into necessary which level,Documentary,130.29,1991,3.2
Per,Action,36.59,1994,4.6
College especially,Horror,117.06,2000,4.0
Player none,Drama,72.3,2019,3.6
Provide,Thriller,173.25,1984,4.5
Present street gun,Sci-Fi,68.8,1998,3.0
Special that,Drama,85.6,2024,3.4
Why style almost,Action,32.15,2011,4.2
Have Republican,Sci-Fi,68.5,1983,4.0
Once surface,Horror,79.76,1980,2.4
Simply seem operation,Action,124.64,1992,3.2
Road red just,Romance,46.69,1995,4.6
Here approach,Thriller,36.47,1992,4.2
Try sit,Horror,89.57,2010,4.3
Hear stand,Drama,146.89,1993,2.9
Write arrive series,Romance,101.48,1990,4.0
Bad bar education,Documentary,59.85,2017,4.0
Product environmental,Action,88.03,2018,4.3
Central compare,Drama,93.65,1999,2.2
Home create suggest,Comedy,46.97,2002,2.1
Drop official,Documentary,57.3,1983,4.7
Truth right,Drama,77.27,2008,3.7
Sister suddenly,Action,106.89,1994,4.0
Any safe customer son,Horror,136.58,2014,2.9
Piece program campaign,Documentary,59.98,2003,2.4
Fire actually feel only,Drama,44.55,1989,2.7
Service star eight everyone,Thriller,91.34,2001,4.6
Clearly day,Sci-Fi,162.48,1982,3.6
Movie response,Horror,153.1,1999,2.4
Star form item,Sci-Fi,146.89,2019,4.7
Actually begin,Documentary,21.34,1996,2.4
Congress decide usually,Horror,179.31,2009,2.6
Study window,Thriller,130.03,1989,2.8
Across civil our,Comedy,104.33,2013,4.0
Base like,Horror,109.57,2000,3.7
Grow meeting,Comedy,166.59,2013,2.5
Adult do try,Romance,172.54,2016,2.9
Allow participant,Thriller,40.98,1999,4.3
Choose account,Thriller,115.25,2014,2.8
Develop window,Documentary,103.66,2024,3.1
Property activity gas method,Documentary,74.58,2012,4.2
Crime consider,Thriller,117.55,2021,3.8
Just maintain parent,Horror,51.39,2012,3.9
Modern move,Comedy,174.55,1996,2.6
She spend,Comedy,102.87,1996,4.3
Possible card many,Drama,112.93,2001,2.5
Again always hospital,Thriller,101.46,1992,2.3
Always most fall wish,Sci-Fi,99.72,2014,2.3
Pay she,Documentary,144.57,2010,2.5
More,Romance,99.39,2025,3.8
Score economy career move,Sci-Fi,83.22,1998,2.7
Window account issue,Sci-Fi,112.11,1995,3.0
South price though,Comedy,111.0,1985,2.7
Ready there upon,Drama,61.17,2020,3.5
Environmental cost,Documentary,90.72,2021,4.6
Need add machine big,Romance,90.38,2015,3.4
Rest begin remain,Comedy,118.81,1985,4.0
Learn one determine,Romance,144.0,1980,4.2
Establish point,Romance,118.33,1988,2.4
Word none,Drama,165.49,2017,4.2
Dinner,Sci-Fi,74.08,2020,4.6
Action the debate,Drama,151.55,2017,4.4
Our positive,Comedy,161.89,1991,3.0
That true create,Drama,113.46,1996,3.0
Industry maybe particularly,Drama,47.43,1998,2.0
Budget head,Horror,160.18,2001,4.0
Field data product,Romance,128.78,2013,4.3
Town food,Horror,37.41,1994,2.6
Police nice,Action,24.84,1995,4.4
College player,Romance,100.32,2002,3.1
Growth each land,Horror,92.0,1983,3.0
Individual section,Sci-Fi,47.78,2014,2.9
One clear,Comedy,167.38,1985,2.7
Imagine what concern,Action,61.3,1983,3.4
Why require,Horror,153.82,2003,3.6
Field send number,Thriller,94.44,2006,2.8
Gun,Thriller,39.38,2011,4.7
Exist quality west,Documentary,140.75,2011,3.7
Miss himself often,Romance,29.4,2006,3.0
Great production early oil,Sci-Fi,106.42,2015,4.4
Least now,Thriller,177.6,1988,3.7
The give,Sci-Fi,157.52,1995,4.5
Hundred think,Comedy,171.45,1998,2.3
Kid again building,Comedy,83.13,2010,3.2
Group show,Documentary,49.28,2000,4.2
Drive thousand realize fall,Romance,112.68,2008,2.9
Budget life area,Comedy,70.55,1993,3.6
Tax particular south,Romance,147.71,1999,2.9
Walk,Documentary,51.21,2013,3.8
Debate nothing,Romance,26.9,1988,2.9
Truth grow than,Sci-Fi,69.11,2017,2.5
Size across agent lose,Thriller,106.2,1990,3.3
Subject learn,Action,123.24,2000,3.5
Happy much size,Thriller,164.42,2021,2.3
With break loss,Sci-Fi,45.55,2017,4.0
Ten relationship,Comedy,155.73,2001,3.1
Magazine shoulder decade shoulder,Thriller,176.76,2007,2.4
Rock west,Drama,32.44,1992,4.4
Plant majority,Action,98.48,1998,4.5
Mean available,Comedy,119.32,2019,4.6
To,Action,94.25,2005,4.1
Far believe,Sci-Fi,59.18,2025,2.4
Two free,Sci-Fi,166.04,1981,4.7
Really position human,Horror,45.45,2010,3.1
Positive break,Action,42.36,1981,4.6
Already accept,Sci-Fi,121.0,2004,2.6
Activity foot floor,Drama,59.89,1980,4.2
Operation audience left else,Action,138.59,1997,2.3
Pay throughout action,Comedy,39.92,2022,3.1
Item population institution owner,Horror,130.75,1995,3.8
Industry learn,Thriller,80.96,1993,4.0
Sure kind beautiful,Drama,135.35,2002,4.5
Whatever eat,Documentary,138.34,2022,2.8
Baby new concern,Thriller,105.97,2012,4.5
Even wish,Sci-Fi,127.51,2008,3.2
Your ask save,Sci-Fi,109.42,1981,2.9
Force plan floor,Action,57.37,2006,2.0
Mind clearly couple,Sci-Fi,58.83,1983,2.8
Dream yet,Horror,81.41,1992,2.8
Need model,Horror,104.98,1983,2.6
Media indicate,Thriller,54.04,1993,2.5
Sign drop,Documentary,164.54,2010,3.4
Especially however speech,Sci-Fi,33.41,1992,3.2
Model personal debate,Thriller,151.94,2012,4.1
Attorney tough nearly,Documentary,35.37,2010,2.9
Hold town,Romance,132.18,1991,3.2
Matter year imagine,Sci-Fi,30.92,1998,3.4
Avoid water,Romance,139.09,2011,4.8
Wind mean,Comedy,170.97,1989,4.2
Source interesting,Documentary,147.05,2010,2.4
So tend,Action,142.93,1982,3.5
Member beat subject,Action,72.6,2021,4.5
Government season,Action,95.9,2022,3.7
Mr couple each,Sci-Fi,64.08,1993,3.8
Might owner,Drama,72.63,1993,4.7
Public citizen hold,Sci-Fi,118.28,2000,3.4
Entire,Romance,96.46,1994,2.9
Sure everybody,Drama,107.26,1999,4.0
Material environment,Comedy,102.86,2015,4.2
Director open,Horror,29.24,1988,4.0
Necessary dinner care,Romance,156.85,2017,2.6
Most mission world,Romance,70.63,2022,3.9
Always,Drama,21.37,2013,3.0
Card,Comedy,101.45,2012,3.6
Agent happen respond,Comedy,108.4,2014,2.1
Picture media happy,Comedy,152.11,1983,4.5
Prevent agree standard foot,Horror,39.2,2003,4.2
Actually sign,Romance,152.75,2021,2.2
Challenge brother blue,Action,147.57,2001,2.7
Product information,Drama,90.44,2008,2.2
Professional might enjoy must,Comedy,30.16,2011,2.1
Whatever maybe,Comedy,61.74,2018,4.4
Bank car,Comedy,110.41,1986,2.9
Light per,Romance,87.5,2002,3.8
Team offer,Documentary,22.85,1986,4.1
Interview thought,Drama,90.12,2011,2.4
Hotel season church,Romance,172.47,1995,3.5
Call parent feel,Romance,155.0,2020,3.3
Action compare happy,Romance,109.77,1995,3.7
I,Comedy,67.6,2008,2.4
Environment garden,Action,102.3,2008,4.5
Ever everything stay,Romance,21.57,2000,2.9
Box citizen north,Sci-Fi,54.18,2000,4.0
Investment more,Action,140.17,2005,3.2
Material traditional store,Sci-Fi,128.87,1991,2.5
Sister activity result,Drama,83.32,1981,3.2
As still or cause,Horror,164.64,2012,3.4
Purpose,Action,149.69,2012,3.3
Often key,Documentary,105.79,2025,2.6
Very sport,Sci-Fi,119.59,2001,3.3
Main home nearly,Thriller,69.15,2006,4.0
Couple everything,Romance,96.32,1994,2.9
Debate particular,Sci-Fi,92.77,2015,2.5
International heart most,Horror,98.12,2000,4.3
Kind participant budget,Horror,70.47,1981,2.4
Again bag,Action,59.27,1997,3.2
Room spend,Romance,118.96,1983,2.6
Job great final,Documentary,109.57,2009,3.8
Keep,Comedy,88.2,1987,3.5
Land those she,Drama,98.4,2020,2.9
Charge push example,Thriller,103.65,2011,3.8
Compare,Drama,47.71,2014,4.7
Explain feeling,Drama,107.65,2001,2.5
Never responsibility color movement,Romance,77.61,1986,3.8
Season fact somebody,Sci-Fi,151.96,1988,4.3
Reflect deep,Thriller,20.06,2019,4.8
Economy baby detail,Romance,140.39,2000,2.6
Small civil,Documentary,38.34,2025,2.3
Cause when,Action,29.9,2004,3.4
Game begin,Romance,106.97,2005,2.4
Bed,Horror,99.31,1990,3.4
Author discussion machine,Romance,178.83,1986,2.8
Woman quickly,Horror,158.28,2001,2.2
Table line,Sci-Fi,172.45,1982,4.4
Already second,Comedy,106.66,1998,3.6
Drop manage,Sci-Fi,74.36,2017,4.4
Coach reason sport happen,Documentary,50.39,1996,2.9
Tell become,Documentary,67.75,1996,2.2
But get should,Sci-Fi,146.24,2023,3.8
Head heart,Comedy,36.99,2019,2.2
